source_file,market,fiscal_period,source_period,table_index,parsed_rows,current_assets_available,current_liabilities_available,current_ratio_derivable,inventory_available,receivables_available,sample_rows_json,status
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_104q04_response.html,sii,2015Q4,104q04,2,3,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""2855"", ""name"": ""統一證"", ""current_assets"": ""65185471"", ""current_liabilities"": ""47265147"", ""current_ratio_sample"": ""1.379145"", ""total_assets"": """", ""total_liabilities"": """", ""capital_stock"": ""13231191""}, {""ticker"": ""6005"", ""name"": ""群益證"", ""current_assets"": ""79591301"", ""current_liabilities"": ""59982074"", ""current_ratio_sample"": ""1.326918"", ""total_assets"": """", ""total_liabilities"": """", ""capital_stock"": ""23190730""}, {""ticker"": ""6024"", ""name"": ""群益期"", ""current_assets"": ""19965045"", ""current_liabilities"": ""17484613"", ""current_ratio_sample"": ""1.141864"", ""total_assets"": """", ""total_liabilities"": """", ""capital_stock"": ""1223979""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_104q04_response.html,sii,2015Q4,104q04,3,887,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""1101"", ""name"": ""台泥"", ""current_assets"": ""90593376"", ""current_liabilities"": ""68083832"", ""current_ratio_sample"": ""1.330615"", ""total_assets"": ""293066355"", ""total_liabilities"": """", ""capital_stock"": ""36921759""}, {""ticker"": ""1102"", ""name"": ""亞泥"", ""current_assets"": ""52844285"", ""current_liabilities"": ""65223927"", ""current_ratio_sample"": ""0.810198"", ""total_assets"": ""270077209"", ""total_liabilities"": """", ""capital_stock"": ""33614472""}, {""ticker"": ""1103"", ""name"": ""嘉泥"", ""current_assets"": ""10683575"", ""current_liabilities"": ""1526371"", ""current_ratio_sample"": ""6.99933"", ""total_assets"": ""27383042"", ""total_liabilities"": """", ""capital_stock"": ""7768285""}, {""ticker"": ""1104"", ""name"": ""環泥"", ""current_assets"": ""3040355"", ""current_liabilities"": ""2461629"", ""current_ratio_sample"": ""1.235099"", ""total_assets"": ""19970871"", ""total_liabilities"": """", ""capital_stock"": ""6282891""}, {""ticker"": ""1108"", ""name"": ""幸福"", ""current_assets"": ""5212763"", ""current_liabilities"": ""1824743"", ""current_ratio_sample"": ""2.856711"", ""total_assets"": ""7855502"", ""total_liabilities"": """", ""capital_stock"": ""4047380""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_104q04_response.html,sii,2015Q4,104q04,6,4,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""1409"", ""name"": ""新纖"", ""current_assets"": ""88735735"", ""current_liabilities"": ""87001126"", ""current_ratio_sample"": ""1.019938"", ""total_assets"": """", ""total_liabilities"": ""96797152"", ""capital_stock"": ""16184093""}, {""ticker"": ""1718"", ""name"": ""中纖"", ""current_assets"": ""541677201"", ""current_liabilities"": ""531473038"", ""current_ratio_sample"": ""1.0192"", ""total_assets"": """", ""total_liabilities"": ""552603158"", ""capital_stock"": ""13616932""}, {""ticker"": ""2514"", ""name"": ""龍邦"", ""current_assets"": ""654416"", ""current_liabilities"": ""2430307"", ""current_ratio_sample"": ""0.269273"", ""total_assets"": """", ""total_liabilities"": ""5002635"", ""capital_stock"": ""5632143""}, {""ticker"": ""2905"", ""name"": ""三商"", ""current_assets"": ""165333265"", ""current_liabilities"": ""11509108"", ""current_ratio_sample"": ""14.365428"", ""total_assets"": """", ""total_liabilities"": ""850398589"", ""capital_stock"": ""6813409""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_113q04_response.html,sii,2024Q4,113q04,2,3,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""2855"", ""name"": ""統一證"", ""current_assets"": ""183285113"", ""current_liabilities"": ""157854966"", ""current_ratio_sample"": ""1.161098"", ""total_assets"": ""193473197"", ""total_liabilities"": ""158079595"", ""capital_stock"": ""14558313""}, {""ticker"": ""6005"", ""name"": ""群益證"", ""current_assets"": ""282926897"", ""current_liabilities"": ""256345104"", ""current_ratio_sample"": ""1.103695"", ""total_assets"": ""308688502"", ""total_liabilities"": ""263052029"", ""capital_stock"": ""21709081""}, {""ticker"": ""6024"", ""name"": ""群益期"", ""current_assets"": ""61070306"", ""current_liabilities"": ""54199619"", ""current_ratio_sample"": ""1.126766"", ""total_assets"": ""62001138"", ""total_liabilities"": ""54256253"", ""capital_stock"": ""2104376""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_113q04_response.html,sii,2024Q4,113q04,3,1042,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""1101"", ""name"": ""台泥"", ""current_assets"": ""173380580"", ""current_liabilities"": ""86373382"", ""current_ratio_sample"": ""2.007338"", ""total_assets"": ""593413647"", ""total_liabilities"": ""285505383"", ""capital_stock"": ""77511817""}, {""ticker"": ""1102"", ""name"": ""亞泥"", ""current_assets"": ""116609749"", ""current_liabilities"": ""79652998"", ""current_ratio_sample"": ""1.463972"", ""total_assets"": ""331827224"", ""total_liabilities"": ""126975540"", ""capital_stock"": ""35465629""}, {""ticker"": ""1103"", ""name"": ""嘉泥"", ""current_assets"": ""9848540"", ""current_liabilities"": ""2925659"", ""current_ratio_sample"": ""3.366264"", ""total_assets"": ""35078080"", ""total_liabilities"": ""13488323"", ""capital_stock"": ""7902474""}, {""ticker"": ""1104"", ""name"": ""環泥"", ""current_assets"": ""7179390"", ""current_liabilities"": ""3799190"", ""current_ratio_sample"": ""1.889716"", ""total_assets"": ""29627506"", ""total_liabilities"": ""5171943"", ""capital_stock"": ""6866818""}, {""ticker"": ""1108"", ""name"": ""幸福"", ""current_assets"": ""5998794"", ""current_liabilities"": ""4163555"", ""current_ratio_sample"": ""1.440787"", ""total_assets"": ""10431267"", ""total_liabilities"": ""5245523"", ""capital_stock"": ""4047380""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_113q04_response.html,sii,2024Q4,113q04,6,4,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""1409"", ""name"": ""新纖"", ""current_assets"": ""146262124"", ""current_liabilities"": ""135661949"", ""current_ratio_sample"": ""1.078137"", ""total_assets"": ""214291945"", ""total_liabilities"": ""164665335"", ""capital_stock"": ""16184093""}, {""ticker"": ""1718"", ""name"": ""中纖"", ""current_assets"": ""745922400"", ""current_liabilities"": ""883413218"", ""current_ratio_sample"": ""0.844364"", ""total_assets"": ""996580603"", ""total_liabilities"": ""912523079"", ""capital_stock"": ""16859057""}, {""ticker"": ""2207"", ""name"": ""和泰車"", ""current_assets"": ""370575705"", ""current_liabilities"": ""361071093"", ""current_ratio_sample"": ""1.026323"", ""total_assets"": ""510559572"", ""total_liabilities"": ""396437576"", ""capital_stock"": ""5571028""}, {""ticker"": ""2905"", ""name"": ""三商"", ""current_assets"": ""125547721"", ""current_liabilities"": ""20473141"", ""current_ratio_sample"": ""6.132314"", ""total_assets"": ""1657801534"", ""total_liabilities"": ""1607622209"", ""capital_stock"": ""11224957""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_115q01_response.html,sii,2026Q1,115q01,2,3,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""2855"", ""name"": ""統一證"", ""current_assets"": ""256323628"", ""current_liabilities"": ""220745648"", ""current_ratio_sample"": ""1.161172"", ""total_assets"": ""267670154"", ""total_liabilities"": ""225790103"", ""capital_stock"": ""16014145""}, {""ticker"": ""6005"", ""name"": ""群益證"", ""current_assets"": ""367374710"", ""current_liabilities"": ""331735961"", ""current_ratio_sample"": ""1.107431"", ""total_assets"": ""393239775"", ""total_liabilities"": ""340347500"", ""capital_stock"": ""21709081""}, {""ticker"": ""6024"", ""name"": ""群益期"", ""current_assets"": ""83604913"", ""current_liabilities"": ""73607565"", ""current_ratio_sample"": ""1.13582"", ""total_assets"": ""84532833"", ""total_liabilities"": ""73635548"", ""capital_stock"": ""2499376""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_115q01_response.html,sii,2026Q1,115q01,3,1042,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""1101"", ""name"": ""台泥"", ""current_assets"": ""184722314"", ""current_liabilities"": ""82516661"", ""current_ratio_sample"": ""2.238606"", ""total_assets"": ""597615286"", ""total_liabilities"": ""292869670"", ""capital_stock"": ""77231817""}, {""ticker"": ""1102"", ""name"": ""亞泥"", ""current_assets"": ""94593171"", ""current_liabilities"": ""73132379"", ""current_ratio_sample"": ""1.293451"", ""total_assets"": ""329731256"", ""total_liabilities"": ""128784897"", ""capital_stock"": ""35465629""}, {""ticker"": ""1103"", ""name"": ""嘉泥"", ""current_assets"": ""9362513"", ""current_liabilities"": ""3870134"", ""current_ratio_sample"": ""2.41917"", ""total_assets"": ""32757303"", ""total_liabilities"": ""14017768"", ""capital_stock"": ""7902474""}, {""ticker"": ""1104"", ""name"": ""環泥"", ""current_assets"": ""7669095"", ""current_liabilities"": ""4410523"", ""current_ratio_sample"": ""1.738818"", ""total_assets"": ""31541057"", ""total_liabilities"": ""5780531"", ""capital_stock"": ""6866818""}, {""ticker"": ""1108"", ""name"": ""幸福"", ""current_assets"": ""5834525"", ""current_liabilities"": ""4480873"", ""current_ratio_sample"": ""1.302096"", ""total_assets"": ""10345312"", ""total_liabilities"": ""4923631"", ""capital_stock"": ""4047380""}]",sample_parser_unlocked_current_ratio_only
outputs\radar_dynamic_pool1_twse_market_cap_route_20260703\raw_sources\t163sb05_sii_115q01_response.html,sii,2026Q1,115q01,6,4,True,True,True,False,profile_specific_only_not_standard_table,"[{""ticker"": ""1409"", ""name"": ""新纖"", ""current_assets"": ""169282176"", ""current_liabilities"": ""165890727"", ""current_ratio_sample"": ""1.020444"", ""total_assets"": ""238947734"", ""total_liabilities"": ""185816388"", ""capital_stock"": ""16184093""}, {""ticker"": ""1718"", ""name"": ""中纖"", ""current_assets"": ""795306498"", ""current_liabilities"": ""911432986"", ""current_ratio_sample"": ""0.872589"", ""total_assets"": ""1040445392"", ""total_liabilities"": ""946776732"", ""capital_stock"": ""16859057""}, {""ticker"": ""2207"", ""name"": ""和泰車"", ""current_assets"": ""371776395"", ""current_liabilities"": ""369092964"", ""current_ratio_sample"": ""1.00727"", ""total_assets"": ""525151865"", ""total_liabilities"": ""408817797"", ""capital_stock"": ""5571028""}, {""ticker"": ""2905"", ""name"": ""三商"", ""current_assets"": ""133124099"", ""current_liabilities"": ""62246052"", ""current_ratio_sample"": ""2.138675"", ""total_assets"": ""1617410517"", ""total_liabilities"": ""1530645893"", ""capital_stock"": ""11103717""}]",sample_parser_unlocked_current_ratio_only
