date,ticker,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,adjustment_policy
2023-11-01,6712,長聖,TPEx,201.5,203.0,199.0,203.0,545000,109694000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-02,6712,長聖,TPEx,205.0,205.0,200.0,200.0,990000,199377000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-03,6712,長聖,TPEx,201.5,203.5,198.5,198.5,805000,161267000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-06,6712,長聖,TPEx,200.0,202.5,199.0,201.0,530000,106655000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-07,6712,長聖,TPEx,203.0,206.0,201.5,203.0,1294000,264176000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-08,6712,長聖,TPEx,204.0,204.0,201.0,201.5,547000,110641000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-09,6712,長聖,TPEx,202.0,202.5,199.0,199.0,796000,159417000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-10,6712,長聖,TPEx,200.0,201.0,195.0,196.0,1279000,252134000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-13,6712,長聖,TPEx,196.0,197.0,190.5,191.5,1321000,254928000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-14,6712,長聖,TPEx,193.0,193.5,191.5,193.0,379000,73066000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-15,6712,長聖,TPEx,193.0,196.0,193.0,193.5,480000,93364000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-16,6712,長聖,TPEx,194.5,195.0,192.5,194.0,338000,65631000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-17,6712,長聖,TPEx,193.5,195.0,193.5,195.0,220000,42847000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-20,6712,長聖,TPEx,195.5,196.5,194.0,195.0,260000,50863000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-21,6712,長聖,TPEx,196.0,196.0,192.5,194.0,352000,68280000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-22,6712,長聖,TPEx,194.5,195.5,193.5,194.5,268000,52245000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-23,6712,長聖,TPEx,195.5,199.5,194.5,197.0,581000,114669000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-24,6712,長聖,TPEx,198.0,198.5,195.5,196.0,191000,37410000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-27,6712,長聖,TPEx,197.0,201.0,197.0,197.0,669000,132890000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-28,6712,長聖,TPEx,197.5,197.5,195.5,197.0,346000,67913000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-29,6712,長聖,TPEx,198.0,198.0,196.0,198.0,215000,42325000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2023-11-30,6712,長聖,TPEx,199.0,199.0,197.0,198.0,282000,55811000,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
